"REF_DATE","GEO","DGUID","Age (15A)","Gender (3)","Statistics (3)","Main mode of commuting (11A)","Commuting destination (5)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.5.3","4095","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.5.4","185","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different province or territory","","0","units","0","","4718.2.1.1.5.5","30","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Total - Commuting destination","","0","units","0","","4718.2.1.1.6.1","1960","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute within census subdivision (CSD) of residence","","0","units","0","","4718.2.1.1.6.2","825","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.6.3","1065","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.6.4","60","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different province or territory","","0","units","0","","4718.2.1.1.6.5","10","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Total - Commuting destination","","0","units","0","","4718.2.1.1.7.1","6005","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute within census subdivision (CSD) of residence","","0","units","0","","4718.2.1.1.7.2","2830","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.7.3","3030","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.7.4","125","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different province or territory","","0","units","0","","4718.2.1.1.7.5","20","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Sustainable transportation","Total - Commuting destination","","0","units","0","","4718.2.1.1.8.1","39850","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute within census subdivision (CSD) of residence","","0","units","0","","4718.2.1.1.8.2","22695","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.8.3","16535","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.8.4","250","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different province or territory","","0","units","0","","4718.2.1.1.8.5","380","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Public transit","Total - Commuting destination","","0","units","0","","4718.2.1.1.9.1","28725","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Public transit","Commute within census subdivision (CSD) of residence","","0","units","0","","4718.2.1.1.9.2","12785","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.9.3","15570","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.9.4","190","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different province or territory","","0","units","0","","4718.2.1.1.9.5","180","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Active transportation","Total - Commuting destination","","0","units","0","","4718.2.1.1.10.1","11130","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Active transportation","Commute within census subdivision (CSD) of residence","","0","units","0","","4718.2.1.1.10.2","9905","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.10.3","965","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.10.4","60","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different province or territory","","0","units","0","","4718.2.1.1.10.5","195","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Other method","Total - Commuting destination","","0","units","0","","4718.2.1.1.11.1","1600","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Other method","Commute within census subdivision (CSD) of residence","","0","units","0","","4718.2.1.1.11.2","1140","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Other method","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4718.2.1.1.11.3","365","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Other method","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4718.2.1.1.11.4","35","","","","0"
"2021","Greater Vancouver","2021A00035915","15 to 24 years","Total - Gender","Count","Other method","Commute to a different province or territory","","0","units","0","","4718.2.1.1.11.5","60","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Total - Commuting destination","","0","units","0","","4757.2.1.1.1.1","18295","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.1.2","8505","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.1.3","9300","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.1.4","390","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different province or territory","","0","units","0","","4757.2.1.1.1.5","100","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Car, truck or van","Total - Commuting destination","","0","units","0","","4757.2.1.1.2.1","11710","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.2.2","4590","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.2.3","6775","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.2.4","310","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different province or territory","","0","units","0","","4757.2.1.1.2.5","40","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Total - Commuting destination","","0","units","0","","4757.2.1.1.3.1","8455","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.3.2","3035","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.3.3","5135","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.3.4","265","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different province or territory","","0","units","0","","4757.2.1.1.3.5","30","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Total - Commuting destination","","0","units","0","","4757.2.1.1.4.1","1880","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.4.2","1030","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.4.3","835","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.4.4","15","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Total - Commuting destination","","0","units","0","","4757.2.1.1.5.1","1370","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.5.2","525","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.5.3","810","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.5.4","30","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Total - Commuting destination","","0","units","0","","4757.2.1.1.6.1","445","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.6.2","145","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.6.3","280","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.6.4","15","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Total - Commuting destination","","0","units","0","","4757.2.1.1.7.1","930","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.7.2","380","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.7.3","530","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.7.4","15","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Sustainable transportation","Total - Commuting destination","","0","units","0","","4757.2.1.1.8.1","6305","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.8.2","3745","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.8.3","2450","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.8.4","60","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different province or territory","","0","units","0","","4757.2.1.1.8.5","60","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Public transit","Total - Commuting destination","","0","units","0","","4757.2.1.1.9.1","2940","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Public transit","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.9.2","1030","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.9.3","1850","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.9.4","40","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different province or territory","","0","units","0","","4757.2.1.1.9.5","25","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Active transportation","Total - Commuting destination","","0","units","0","","4757.2.1.1.10.1","3365","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Active transportation","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.10.2","2715","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.10.3","595","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.10.4","25","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different province or territory","","0","units","0","","4757.2.1.1.10.5","30","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Other method","Total - Commuting destination","","0","units","0","","4757.2.1.1.11.1","275","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Other method","Commute within census subdivision (CSD) of residence","","0","units","0","","4757.2.1.1.11.2","175","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Other method","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4757.2.1.1.11.3","75","","","","0"
"2021","Capital","2021A00035917","15 to 24 years","Total - Gender","Count","Other method","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4757.2.1.1.11.4","20","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Total - Commuting destination","","0","units","0","","4785.2.1.1.1.1","3165","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.1.2","985","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.1.3","1590","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.1.4","585","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different province or territory","","0","units","0","","4785.2.1.1.1.5","15","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Car, truck or van","Total - Commuting destination","","0","units","0","","4785.2.1.1.2.1","2700","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.2.2","685","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.2.3","1480","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.2.4","535","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Total - Commuting destination","","0","units","0","","4785.2.1.1.3.1","1910","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.3.2","450","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.3.3","1030","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.3.4","430","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Total - Commuting destination","","0","units","0","","4785.2.1.1.4.1","435","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.4.2","160","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.4.3","250","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.4.4","25","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Total - Commuting destination","","0","units","0","","4785.2.1.1.5.1","355","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.5.2","75","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.5.3","200","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","2 or more persons shared the ride to work","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.5.4","80","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Total - Commuting destination","","0","units","0","","4785.2.1.1.6.1","105","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.6.2","30","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.6.3","70","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Driver with 1 or more workers","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.6.4","10","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Total - Commuting destination","","0","units","0","","4785.2.1.1.7.1","245","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.7.2","50","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.7.3","135","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Passenger with 2 or more workers","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.7.4","70","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Sustainable transportation","Total - Commuting destination","","0","units","0","","4785.2.1.1.8.1","420","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.8.2","280","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.8.3","100","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Sustainable transportation","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.8.4","40","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Public transit","Total - Commuting destination","","0","units","0","","4785.2.1.1.9.1","70","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Public transit","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.9.2","15","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.9.3","40","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Public transit","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.9.4","15","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Active transportation","Total - Commuting destination","","0","units","0","","4785.2.1.1.10.1","350","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Active transportation","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.10.2","265","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.10.3","60","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Active transportation","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.10.4","20","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Other method","Total - Commuting destination","","0","units","0","","4785.2.1.1.11.1","55","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Other method","Commute within census subdivision (CSD) of residence","","0","units","0","","4785.2.1.1.11.2","25","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Other method","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4785.2.1.1.11.3","10","","","","0"
"2021","Cowichan Valley","2021A00035919","15 to 24 years","Total - Gender","Count","Other method","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4785.2.1.1.11.4","10","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Total - Commuting destination","","0","units","0","","4816.2.1.1.1.1","6560","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute within census subdivision (CSD) of residence","","0","units","0","","4816.2.1.1.1.2","4755","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4816.2.1.1.1.3","1425","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4816.2.1.1.1.4","355","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Total - Main mode of commuting","Commute to a different province or territory","","0","units","0","","4816.2.1.1.1.5","20","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Car, truck or van","Total - Commuting destination","","0","units","0","","4816.2.1.1.2.1","5370","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute within census subdivision (CSD) of residence","","0","units","0","","4816.2.1.1.2.2","3725","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4816.2.1.1.2.3","1335","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Car, truck or van","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4816.2.1.1.2.4","300","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Total - Commuting destination","","0","units","0","","4816.2.1.1.3.1","3965","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute within census subdivision (CSD) of residence","","0","units","0","","4816.2.1.1.3.2","2725","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4816.2.1.1.3.3","985","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Driver (only worker in vehicle)","Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence","","0","units","0","","4816.2.1.1.3.4","250","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Total - Commuting destination","","0","units","0","","4816.2.1.1.4.1","880","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute within census subdivision (CSD) of residence","","0","units","0","","4816.2.1.1.4.2","655","","","","0"
"2021","Nanaimo","2021A00035921","15 to 24 years","Total - Gender","Count","Passenger (only worker in vehicle)","Commute to a different census subdivision (CSD) within census division (CD) of residence","","0","units","0","","4816.2.1.1.4.3","210","","","","0"
